Date,Day of Week,origin_census_block_group,Weight,Race,Entropy_norm,Entropy_cat,device_count,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
2020-05-06,Wednesday,282290621701.2,20.113767085869934,1.6541635445353782,0.4555196566757514,1.6075797238251863,1536.1707895018537,0.07027756620969314,1.0515152974807982,0.5341198650686525,0.984380044583773,0.9820370512713392,0.0009578648227311754,0.14055513241938628
2020-05-07,Thursday,282139433495.4907,20.303469950930296,1.65389716135701,0.4557683903536058,1.6078801353499304,1537.8264780738964,0.07113517728054626,0.9679486446305686,0.5279181328237229,0.9783054324743248,0.9750512473454735,0.0013634229018982384,0.14227035456109252
2020-05-08,Friday,282257388719.2777,20.65363161765912,1.65272165089678,0.4554919039134663,1.6074619125431755,1539.9215941447574,0.07271201698047693,0.9013692247474172,0.5257953679967419,0.9849116997247782,0.9826484546834948,0.0009791674857123596,0.14542403396095385
2020-05-11,Monday,281942407083.9348,20.44550685307264,1.6535152008025285,0.4555911746551056,1.607671742528646,1536.9477236536468,0.06758100488202227,1.122908446434704,0.5287486503597105,0.9795811198263054,0.9765182878002512,0.0011689335053674988,0.13516200976404455
2020-05-12,Tuesday,282347982726.36743,20.31875565019925,1.6537461915098657,0.4555548810931141,1.6076208739328928,1536.259887473109,0.07235536256402049,1.065023011935213,0.5256637204108761,0.9815475719470392,0.9787797077390952,0.0012040108244766286,0.14471072512804098
2020-05-13,Wednesday,282345962060.7165,20.60973601725607,1.6522387621767536,0.4555708501524216,1.6076248973044869,1539.5966511482336,0.07599639995425649,1.0121389840559445,0.5231510981682553,0.981489808766388,0.9787132800813458,0.0013276462785646102,0.15199279990851294
2020-05-14,Thursday,282520681642.81635,20.711205591448074,1.6505615171001915,0.4555724788572317,1.6074424891884085,1540.7073548210144,0.07309981884539082,1.0062302970118329,0.5221058212048485,0.9797865553281624,0.9767545386273868,0.0013431693483677253,0.14619963769078165
2020-05-15,Friday,282436148221.9134,20.580817923554328,1.651543368282132,0.4555419981381997,1.6073612434929248,1539.5177554561676,0.07320122507117115,0.8900062653462473,0.5086951658229897,0.9778109258045544,0.9744825646752374,0.0014687257137911958,0.1464024501423423
2020-05-18,Monday,282359419598.58435,19.626246713536283,1.6546020315819532,0.4554930628525641,1.6074226784167405,1532.4018302627312,0.06858384408353431,1.0601092964802863,0.5147703394882468,0.9788477732148042,0.9756749391970247,0.0012430517153163136,0.13716768816706862
2020-05-19,Tuesday,282507615781.9359,19.81277637427904,1.6543934353084957,0.4555288243169272,1.6075298020310969,1534.0400836105805,0.07541458256472587,1.1016501081232837,0.5190702674262683,0.9801898379370684,0.9772183136276285,0.0014095002917068153,0.15082916512945174
2020-05-20,Wednesday,282267221861.9125,19.635499812577127,1.6545390252999617,0.4555843836991382,1.6076786328429642,1533.1141380429465,0.07963352931390487,0.9926931038588844,0.5106490205413345,0.980252943197142,0.9772908846767134,0.0015549792045388062,0.15926705862780974
2020-05-21,Thursday,282379846406.6517,19.531328623449767,1.6543661208006897,0.4554192927379939,1.607368706481634,1532.7766581768528,0.0795426798421409,1.0092027048256345,0.498858323353899,0.9841469598714936,0.9817690038522175,0.0012420355013598196,0.1590853596842818
2020-05-22,Friday,282205056784.5041,19.185858973209623,1.6556723712842385,0.4555592441944255,1.607664805870915,1530.0607404262305,0.07603341624782782,0.8020579865679567,0.4835609550624461,0.9596500594698216,0.9535975683902947,0.0029157074589887576,0.15206683249565564
2020-05-26,Tuesday,282142646257.6405,19.504595492817465,1.654347363740067,0.4555949209946685,1.6077367026932967,1531.6020378569633,0.07693539568951277,1.0463140438867464,0.490601658150825,0.9822517140636146,0.9795894711731568,0.0013067325485503064,0.15387079137902554
2020-05-27,Wednesday,282193075688.3013,19.960876627388497,1.654602564289286,0.4554930575044594,1.6074481874717816,1534.3438390546792,0.08247826012787801,1.0158955364244298,0.4962551461862495,0.98469073960926,0.982394350550649,0.0012894949607134196,0.16495652025575602
2020-05-28,Thursday,282435255470.4724,19.688600563509,1.6544172486270257,0.4554122571550979,1.6074067975552822,1532.6920759760953,0.07740488070052982,1.104261326755881,0.4935578783552889,0.9785116990016932,0.9752884538519472,0.0016136924232494356,0.15480976140105965
2020-05-29,Friday,282233147173.5398,19.4087689564692,1.654798769088072,0.4553669075014613,1.6072724286356104,1530.721068980343,0.08380838026152422,0.8278680461020427,0.4795521293105477,0.9673450656251372,0.9624468254689078,0.002849969305704761,0.16761676052304847
2020-06-01,Monday,282210333689.0907,19.22605060566676,1.6548528780741805,0.455371795552118,1.6073534445767623,1529.6406541537895,0.07826810026513123,1.093506373208817,0.4892868392728517,0.9781517975873067,0.9748745672254028,0.0016769935784227716,0.15653620053026246
2020-06-02,Tuesday,282380990063.7713,19.77935654764552,1.6537546374531398,0.4553911177071594,1.6072635627294447,1534.4182157216947,0.08811904087380988,1.0759630471782564,0.4945430850074041,0.9821965733767046,0.9795260593832104,0.001723076967809156,0.17623808174761976
2020-06-03,Wednesday,282260858836.4454,19.569985858145163,1.6552107824639826,0.4553673906467618,1.6072634563099282,1531.804654920515,0.08401663438304664,1.0425978147274424,0.4901492718273532,0.977071091799102,0.9736317555689672,0.002023384801101825,0.16803326876609329
2020-06-04,Thursday,282100902282.09424,19.52590424990517,1.6563085601684602,0.4555079838897566,1.6076492861696583,1530.6653449375033,0.08552653647555303,1.0565378930923903,0.4852607725705071,0.9808590453389582,0.977987902139802,0.001745257374395672,0.17105307295110606
2020-06-05,Friday,282269209279.3471,19.543002757533074,1.6558142908959013,0.4553491742717531,1.6073509853705719,1531.546091161891,0.08335370084256741,0.913361728254346,0.4761287646355405,0.9733820140269994,0.9693893161310492,0.002299024908759091,0.16670740168513482
2020-06-08,Monday,282001149849.3364,19.39039956879864,1.6558384505464798,0.455315702584516,1.6072973390491638,1530.313617580041,0.08185977922882169,1.097501088657966,0.4844110993960088,0.9799789900814536,0.9769758385936717,0.001678313505547585,0.16371955845764338
2020-06-09,Tuesday,282171903014.7026,19.5426060475605,1.6550318939899913,0.455384043021791,1.6072925438723853,1532.1398592599044,0.08649877070517438,1.0257852035009256,0.4849232524158941,0.9812791320131956,0.9784710018151752,0.0017415676248145322,0.17299754141034876
2020-06-10,Wednesday,282475848930.22644,19.63628350712925,1.6539132626354665,0.4552130267114304,1.606977375390163,1532.9678127605123,0.08902291049154082,1.085046454224602,0.4954345256581821,0.9794075985169204,0.9763187382944586,0.002041096614313553,0.17804582098308164
2020-06-11,Thursday,282415228453.3676,19.72893450103898,1.652928143044842,0.4551807904165017,1.6067915270754447,1532.9939202063447,0.09274822962182416,0.8649912793145306,0.4892852515849344,0.95498309243653,0.9482305563020096,0.004888356073052975,0.1854964592436483
2020-06-12,Friday,282084229738.84344,20.13574002723251,1.6538560717743622,0.4555698522587444,1.6075666681262863,1535.7827988692816,0.08973496627777891,1.0477479512792371,0.4739039287138239,0.9728332691128764,0.9687582594798079,0.0027476751482555287,0.17946993255555782
2020-06-15,Monday,282488734426.0129,20.64356856050688,1.6506485690379844,0.45545900417828,1.607311141882734,1539.4873588977018,0.08778298894060729,1.0531707149714928,0.5052097923667636,0.9759956158048408,0.9723949581755672,0.002316678466372459,0.1755659778812146
2020-06-16,Tuesday,282563522592.2907,21.063066996830663,1.6497356421242972,0.4557335945939892,1.6077774283580328,1543.0205786390975,0.10101225438683416,1.163583302090886,0.5065215251622482,0.9773424796562418,0.973943851604678,0.0029113984291441685,0.20202450877366834
2020-06-17,Wednesday,282498169714.31433,20.245806581788976,1.6512201662644141,0.4554181079103363,1.6072795533777031,1537.2456617664984,0.09553915238823883,0.996606753567982,0.5045923181306545,0.973934841071157,0.9700250672318306,0.0029742942504474928,0.1910783047764777
2020-06-18,Thursday,282973277060.2373,20.902586717318886,1.648237872474251,0.4551554508000342,1.6065286186020913,1542.3803856435254,0.09833557066192798,0.9079613298543836,0.5004715050548767,0.9644038160980968,0.9590643885128112,0.004317057651212675,0.196671141323856
2020-06-19,Friday,282130892234.64984,21.255978583608826,1.6492543555378432,0.4556228946950135,1.6074972816326931,1543.7653101890805,0.09620569311115984,0.91441399052774,0.4814554179825436,0.9770695880273568,0.97363002623146,0.0026286026253719732,0.19241138622231968
2020-06-22,Monday,282715590186.1119,20.264046538599466,1.650440231927064,0.4552914552891734,1.6068416531636178,1537.7964586221033,0.08403670030706167,1.1348082409313924,0.4938818096460641,0.982643014281933,0.980039466424223,0.0015327710194253054,0.16807340061412335
2020-06-23,Tuesday,282405395203.7377,20.553133990628385,1.6502365911304016,0.455418467061053,1.607268510136474,1539.475506579044,0.09515128731923188,1.0476255914896575,0.4973907280660541,0.9806269041940192,0.977720939823122,0.0021855661738581678,0.19030257463846376
2020-06-24,Wednesday,282558319652.08105,20.573266892967645,1.6499231890723003,0.4554129295597049,1.6071439055176666,1539.3390786602606,0.09363665314928504,1.0601250268438618,0.49677591132220095,0.9772436998243241,0.9738302547979726,0.0024968681581623788,0.18727330629857009
2020-06-25,Thursday,282514736102.44073,20.586240275332337,1.6493065743403166,0.4553907704374173,1.6070702032353343,1539.0574398998494,0.09661709807044626,0.9795365994099572,0.4923013106495071,0.9770122098976536,0.9735640413823018,0.002670910708030416,0.19323419614089246
2020-06-26,Friday,282283501750.9149,20.516426499609814,1.6505255952671984,0.455388845105989,1.6071285386006944,1538.6994328460373,0.09660072590169982,0.8732230933716368,0.4954694190459588,0.9688754929959172,0.9642068169453047,0.003616154849457601,0.19320145180339965
2020-06-29,Monday,282272435515.056,20.978805158137625,1.6494726919224652,0.4555399558476293,1.6073322335473987,1541.9765755415467,0.08956914897908322,1.1494994152196123,0.4925912043084024,0.9784023321127379,0.9751626819296486,0.00217792587301758,0.17913829795816644
2020-06-30,Tuesday,282721426829.8948,20.806044381829324,1.6501692753054316,0.4554880405972739,1.6073892350718806,1541.23396791129,0.09329688537716076,1.0453330450135143,0.4899511430795141,0.9752898293491908,0.9715833037515696,0.002694313053121161,0.18659377075432151
2020-07-01,Wednesday,282367414341.5433,21.214600796816775,1.6500297907752002,0.455605383562341,1.6075988635188567,1543.6995464908434,0.09792779259342198,0.9421928384233405,0.5006508263036288,0.9656687857173848,0.9605191035749924,0.0041345236128408815,0.195855585186844
2020-07-02,Thursday,282899181560.8242,21.846876195775728,1.6468746122732574,0.4556273741786489,1.6074344276532917,1549.2606317774635,0.10129563174986032,0.9966814130482672,0.495959364883264,0.9825557492103948,0.979939111591954,0.002218041012287923,0.20259126349972065
2020-07-03,Friday,282370037965.0039,21.172235731174755,1.6484523756808218,0.4554248285452482,1.6071381127396709,1543.148169468676,0.08550085941534118,0.592124853636533,0.4861493202359829,0.961709756197085,0.9559662196266476,0.003434098679791718,0.17100171883068235
2020-07-06,Monday,282565238132.3945,20.847242720510696,1.6469923111714158,0.4550158683605625,1.6063408255166851,1542.3593494975714,0.08666326657983116,1.112272657508844,0.4980169478623145,0.977946700035716,0.9746387050410734,0.0020782299266640697,0.17332653315966232
2020-07-07,Tuesday,282435618075.9677,20.591908770857163,1.648715864918585,0.4552444626559969,1.6068284849849703,1539.6702372443235,0.09117956936392428,1.0818489865197023,0.4919798367211491,0.9789350186403116,0.9757752714363584,0.002190931666794609,0.18235913872784856
2020-07-08,Wednesday,282814583678.6146,20.67523220490857,1.647653210235904,0.4552464516447376,1.6068183822880833,1540.3248066801916,0.0932729439223448,0.9932483386798764,0.4925095971145769,0.9759166798688318,0.9723041818491566,0.002613369360318381,0.1865458878446896
2020-07-09,Thursday,282582484079.7852,20.551780252016293,1.6482569238450469,0.4550680222879314,1.606522952215924,1539.3615279939695,0.0919852055854639,1.0573544708369216,0.4859532605604355,0.9816879752173868,0.9789411714999948,0.001929849227677764,0.1839704111709278
2020-07-10,Friday,282315059973.3919,20.521315481529832,1.6487836132604252,0.455143853230845,1.6067309667511176,1538.8595652896927,0.08923405814268437,0.8495239524657388,0.4804172698096585,0.9531161532441312,0.946083576230751,0.004716083619567376,0.17846811628536874
2020-07-13,Monday,282384008220.6293,20.498339486191266,1.6492260289047025,0.4551197158873181,1.6067591030249675,1538.747081407576,0.0862958271522054,1.0807440539992779,0.4932111839481607,0.9774995162381479,0.9741244436738702,0.0020991828847739366,0.1725916543044108
2020-07-14,Tuesday,282640334317.7478,20.753574233453925,1.6481639498617078,0.4551047345772197,1.606563486925989,1540.5334059122385,0.09653202525538898,1.0158681850754574,0.4910920627278534,0.9781702273906232,0.9748957614992166,0.0025354968903491355,0.193064050510778
2020-07-15,Wednesday,282428374410.94104,20.40025655618481,1.6497200218519532,0.4552379795647046,1.606898973738635,1536.9801674015687,0.08884368814159559,1.1193831941955918,0.483238614361155,0.9741091248681736,0.9702254935983996,0.002575417959634528,0.17768737628319115
2020-07-16,Thursday,282296306807.7963,20.407838293436328,1.6502571351970556,0.4551682637875462,1.6067366984328155,1536.4309390918618,0.09519494312930096,1.0029213262637395,0.4856378264390519,0.9772769444205004,0.9738684860835752,0.002566633115094887,0.1903898862586019
2020-07-17,Friday,282411953510.2525,20.627674261356105,1.6487899341297747,0.4551211694870424,1.6065782202813788,1538.6968355885047,0.0903754791478147,0.8373626476037993,0.4802628969270951,0.9564042457215076,0.9498648825797336,0.004478462942479181,0.1807509582956294
2020-07-20,Monday,282718677648.5377,21.06506279094136,1.6496798698841832,0.4552730721676401,1.6069843890502231,1541.831345725784,0.08967743355639345,1.0596547053044059,0.4980398014095594,0.9775241559834956,0.97415277938102,0.002261237962869355,0.1793548671127869
2020-07-21,Tuesday,282061402649.5975,20.580281195348736,1.650565101444745,0.4553933710478413,1.6072715905871782,1537.900162155298,0.09052946817387614,1.1206790547991754,0.4884295382583603,0.9775654832664432,0.9742003057564096,0.002309089125662289,0.18105893634775228
