Date,Day of Week,origin_census_block_group,Weight,Race,Entropy_norm,Entropy_cat,device_count,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
2020-01-02,Thursday,281910209951.08923,19.071356847235148,1.6585481348263014,0.4569062878717278,1.610229158794465,1527.3367357188297,0.12758126780465748,1.1642888066693464,0.4885256195754287,0.9763984355915276,0.9728582009302568,0.004842758315330516,0.25516253560931496
2020-01-03,Friday,281792391778.0565,19.030354032697968,1.6590899308959617,0.4570168193502786,1.6103679969393367,1527.3471366060114,0.12844590495941727,1.0381019933337676,0.4778259489236114,0.976300811664896,0.9727459334146306,0.004890433317868584,0.2568918099188345
2020-01-06,Monday,281918838810.4701,19.284748161840454,1.6576678885454852,0.4571043900522455,1.61062794987901,1528.7277270658135,0.16436534789357013,1.2778290650274968,0.4757815328966165,0.9630149978765076,0.9574672475579836,0.01284333635634499,0.32873069578714026
2020-01-07,Tuesday,281886860086.7321,19.274169756376992,1.6579390518107449,0.4569377305441293,1.6102616849256088,1527.5825814476389,0.17374007848016718,1.3017584161756135,0.4672836682938542,0.9575975495515644,0.9512371819842992,0.01656155769556971,0.34748015696033435
2020-01-08,Wednesday,281973010725.1202,19.52776689967595,1.6579965069860279,0.45720615413279897,1.6107064716720405,1529.943977429756,0.1774589099053463,1.2763773507319078,0.4690953388728677,0.954586253787946,0.9477741918561378,0.018544086846661104,0.3549178198106926
2020-01-09,Thursday,281985432501.4997,19.36777155362352,1.6575737403439539,0.4569004127637425,1.6102285842907564,1528.3235858951086,0.1755515393159677,1.25459046882876,0.4616137110797235,0.9533570814996138,0.946360643724556,0.018644762908902542,0.3511030786319354
2020-01-10,Friday,281942644761.08105,19.59086053951397,1.6567790096650847,0.4572702711930352,1.6108602501777376,1530.8630171204584,0.16583861222937246,1.1877515685410855,0.4555677860008409,0.9373617206179614,0.9279659787106556,0.022650201563456426,0.3316772244587449
2020-01-13,Monday,282176302785.74194,20.25191133606857,1.656501306491888,0.4573737400165386,1.611013171177002,1534.852528218776,0.17695732500213013,1.2426230050501943,0.469234009126763,0.9443839112006204,0.9360414978807136,0.022791053128953933,0.35391465000426026
2020-01-14,Tuesday,282087880749.67523,20.56856312715989,1.6560814219738424,0.4568918257049631,1.6100293010439708,1537.554488298987,0.17933399776267395,1.2936434205512917,0.4626877194246579,0.9506273091265488,0.9432214054955308,0.02068966153429276,0.3586679955253479
2020-01-15,Wednesday,282317901508.882,20.96359945464976,1.6552657324617548,0.4572422236045534,1.6106808922808844,1540.0934529401168,0.18348597375068126,1.2958373574414774,0.467815000275091,0.9530227357564776,0.9459761461199492,0.020557981912861567,0.3669719475013625
