Date,Day of Week,origin_census_block_group,Weight,Race,Entropy_norm,Entropy_cat,device_count,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
2019-01-02,Wednesday,242112538347.75485,16.91226733045187,2.0,0.499161691854031,1.70054819552307,1705.9504796710823,0.08807390543511437,1.0836631175802682,0.473149001896535,0.9759878974856536,0.9723860821085016,0.002337533661798959,0.17614781087022874,3.9668178616132903,13.03318213838671,13:01
2019-01-03,Thursday,242099321863.2577,16.90175160081057,2.0,0.4991340727554348,1.7005802001005068,1706.1917858284985,0.10229001341873732,0.8943751239450249,0.4692191670346333,0.987310924839632,0.9854075635655768,0.001624835115178603,0.20458002683747464,3.2739171049483775,13.726082895051622,13:43
2019-01-04,Friday,242154414816.58084,16.84744177252552,2.0,0.4990245509218576,1.7003563922142009,1706.043543817966,0.09578077863319172,0.9794181303503744,0.4633800565062435,0.9891734841590278,0.9875495067828821,0.0012210216982957757,0.19156155726638344,3.5852224463789404,13.41477755362106,13:24
2019-01-07,Monday,242016627720.3873,16.338227613364747,2.0,0.499068248901031,1.7005157226963623,1704.946875998357,0.11114758873941988,1.3774300784996565,0.4619369534883638,0.9844416727918416,0.9821079237106178,0.0024254792841327377,0.22229517747883976,5.042170532403588,11.957829467596412,11:57
2019-01-08,Tuesday,242036559686.0463,16.416999232735805,2.0,0.4991176772995637,1.700593607305936,1705.4786757990867,0.12562007556820093,1.2639862887631916,0.4670553398264758,0.971376659686048,0.9670831586389552,0.005752447884752245,0.25124015113640186,4.626902314711961,12.37309768528804,12:22
2019-01-09,Wednesday,242044990304.7081,15.936635002680664,2.0,0.4990218737806161,1.7005198832542867,1704.083591754834,0.12435392434948064,1.300467805570776,0.4646238620376693,0.9699110501224708,0.9653977076408412,0.005943812140221493,0.2487078486989613,4.760445230534554,12.239554769465446,12:14
2019-01-10,Thursday,242056505392.35165,15.772446840237837,2.0,0.4990452507844101,1.7005198832542867,1704.133254286757,0.12726391163113934,1.2277283760023865,0.4629723612652989,0.9712587770394514,0.9669475935953692,0.0059189434317015715,0.2545278232622787,4.494177915744193,12.505822084255808,12:30
2019-01-11,Friday,242104979193.72656,15.749666590458592,2.0,0.4990991185439419,1.700487938346482,1704.2104519129919,0.12158824718060653,1.1528902084915822,0.4522903111985639,0.9763959854153976,0.9728553832277071,0.004396076946127463,0.24317649436121305,4.220228037044666,12.779771962955333,12:46
2019-01-14,Monday,241997937030.0914,15.812387230731973,2.0,0.4990478995782151,1.7005381738575207,1704.135273191645,0.12282103352878328,1.2731597493539877,0.4700866229186634,0.975069209769752,0.9713295912352148,0.004773351273917039,0.2456420670575665,4.66048235147249,12.33951764852751,12:20
2019-01-15,Tuesday,242022318405.9403,16.200857711339832,2.0,0.4990940675260723,1.700565745049731,1704.620083949265,0.1252360346872123,1.23481479741863,0.4648650331898708,0.975428516851538,0.9717427943792688,0.0048809894311263105,0.2504720693744246,4.5201182126804245,12.479881787319576,12:28
2019-01-16,Wednesday,242039638891.09546,16.0296055368942,2.0,0.4990528218224523,1.7005564677978469,1704.1172231344644,0.12055887714492232,1.3114936414998524,0.4631534856798284,0.9658044101596892,0.9606750716836426,0.006378775816555069,0.24111775428984464,4.800806005200707,12.199193994799293,12:11
2019-01-17,Thursday,242065337829.8981,16.257811149272108,2.0,0.4991350887542219,1.700602354659122,1704.7111435611935,0.12718812717797506,1.2313353054486174,0.4668750936346153,0.9758566525514186,0.9722351504341314,0.004943614903585797,0.2543762543559501,4.507381310711474,12.492618689288527,12:29
2019-01-18,Friday,242055863946.8497,16.08790345404258,2.0,0.4991015685086146,1.7004927906552292,1704.5490052929367,0.1232156672230404,1.1402023981866392,0.4476867675658111,0.976195607998182,0.9726249491979092,0.00455042643201501,0.2464313344460808,4.173783499322655,12.826216500677345,12:49
2019-01-22,Tuesday,242054961433.5577,16.324593981179312,2.0,0.4991530614028786,1.7006756139870356,1705.0328677074774,0.1292278870555613,1.2614071847637742,0.4673298259829517,0.9720040973662322,0.967804711971167,0.005949639600215816,0.2584557741111226,4.617461340256087,12.382538659743913,12:22
2019-01-23,Wednesday,242196870094.2409,16.553753341366278,2.0,0.4991127166134182,1.7004839740662954,1705.1961921285724,0.13029142313198686,1.2440961365387122,0.4633958303074315,0.9712517502908308,0.9669395128344556,0.006210361823015983,0.2605828462639737,4.5540931456683085,12.445906854331692,12:26
2019-01-24,Thursday,242117713096.7133,16.706562534200227,2.0,0.4991715258636169,1.700611648712799,1705.1010589738908,0.129914600074487,1.225806008020135,0.4614436931233946,0.9710468121102211,0.9667038339267544,0.00621433078115081,0.259829200148974,4.487140965307404,12.512859034692596,12:30
2019-01-25,Friday,242091900235.5145,16.482011097986618,2.0,0.4990000331629614,1.7003194888178914,1704.857873117298,0.12418221850298382,1.2012902544291335,0.4510310977246115,0.9759361753402452,0.972326601641282,0.004689673436138814,0.24836443700596764,4.397399487851896,12.602600512148104,12:36
2019-01-28,Monday,242090080231.99,16.520476058069214,2.0,0.4990373914641762,1.7004383161355128,1705.3927495205915,0.12360811796650052,1.2271316011874975,0.4574390037011377,0.9727828834197076,0.9687003159326636,0.005279232594281924,0.24721623593300104,4.491993383525039,12.508006616474962,12:30
2019-01-29,Tuesday,242217142368.71576,17.07214958431235,2.0,0.4991709502046964,1.7005851161089778,1706.5179191808375,0.13253894406753958,1.1502207407571832,0.4564355375158694,0.9749260174221974,0.971164920035527,0.0055564025825605035,0.26507788813507915,4.210456280381526,12.789543719618475,12:47
2019-01-30,Wednesday,242133056048.4729,17.227923416087872,2.0,0.4991706295805601,1.7005758157389634,1706.1012704505983,0.1246179411647682,1.256003327260185,0.4648914541163073,0.9610168324349118,0.9551693573001484,0.007790275011984035,0.2492358823295364,4.597680175686497,12.402319824313503,12:24
2019-01-31,Thursday,242101773379.81985,16.68138351158499,2.0,0.4990959644778265,1.7004109589041096,1705.2678538812784,0.11720865561884265,1.1895162948913478,0.461453316352109,0.9639893542584421,0.9585877573972084,0.006325391931664286,0.2344173112376853,4.354300159067237,12.645699840932764,12:38
2019-02-01,Friday,242076498376.4691,16.588485664405578,2.0,0.4991424984848378,1.7006162976489383,1705.453503766263,0.13066606234823927,1.0255332469989145,0.4431882174789265,0.9682124395549389,0.9634443054881796,0.0068389839081933294,0.2613321246964785,3.754029767994054,13.245970232005945,13:14
2019-02-04,Monday,241936055191.64346,16.693089324466268,2.0,0.4990429816519895,1.700465455872958,1705.0893492744367,0.12228875892911475,1.1638110670786692,0.4573907294207529,0.9697797012093248,0.9652466563907234,0.005735776916996312,0.2445775178582295,4.260204535464343,12.739795464535657,12:44
2019-02-05,Tuesday,241974506911.30576,16.818499603299685,2.0,0.4991112518918429,1.7005433045701497,1705.5935716568506,0.12846921221328028,1.132092649907537,0.4547319889314493,0.9730721501835784,0.9690329727111152,0.005611060259086956,0.25693842442656056,4.1440972492281025,12.855902750771897,12:51
2019-02-06,Wednesday,242081490049.48755,16.580513371931406,2.0,0.4991565804486097,1.7007482434528698,1704.878775435715,0.1280846029742485,1.178272259179785,0.4492190418394581,0.9733798542519516,0.9693868323897442,0.005526700254299103,0.25616920594849696,4.313140650199905,12.686859349800095,12:41
2019-02-07,Thursday,242111765302.1515,16.962891585532347,2.0,0.4991654768861039,1.7006989173633,1705.9365492668219,0.1345918089229654,1.0922410097616702,0.4476608003413284,0.9744383173964912,0.9706040650059647,0.00582357412587965,0.2691836178459308,3.998217782278817,13.001782217721182,13:00
2019-02-08,Friday,242068111651.45905,16.955612473759953,2.0,0.4989998194111757,1.7005020538566864,1705.1108169785489,0.12683101310769945,1.06336527076823,0.44016220259031497,0.9691528614460052,0.9645257906629059,0.006262856226465692,0.25366202621539885,3.892516300565357,13.107483699434642,13:06
2019-02-11,Monday,242074106783.0703,16.469361583752562,2.0,0.49902065650079896,1.7004837531945969,1704.6846020445419,0.12185002389612434,1.2945006995122357,0.4701483762455378,0.9619970664316252,0.9562966263963693,0.007265430726099513,0.24370004779224874,4.738602258755638,12.261397741244362,12:15
2019-02-12,Tuesday,242082186853.2127,16.1031152244864,2.0,0.4989662066119845,1.7003058103975537,1705.0095394586701,0.11519296399011755,1.2935011426835876,0.4753739273965658,0.9713524816275076,0.9670553538716335,0.004847425656331904,0.2303859279802352,4.734943317321484,12.265056682678516,12:15
2019-02-13,Wednesday,241970634136.8633,16.512130693102428,2.0,0.4991052443162531,1.7005843147995985,1705.3999360905689,0.12077476209951316,1.196268954548614,0.4760094391184294,0.9735859382542872,0.9696238289924304,0.004879541723934939,0.24154952419902634,4.379018699827074,12.620981300172925,12:37
2019-02-14,Thursday,242074795699.8816,16.604166261891205,2.0,0.4990873147309779,1.700607001049701,1704.9778649993154,0.11790493196454,1.2029341100193032,0.4706890909868778,0.9727152420847957,0.968622528397515,0.004809679727828457,0.23580986392908,4.403416925938705,12.596583074061295,12:35
2019-02-15,Friday,242083471285.14764,16.701909792622093,2.0,0.4990232169706354,1.7004017164247238,1705.383730484799,0.11212110488704066,1.108865586608778,0.4664424023693349,0.9755407786736322,0.9718718954746768,0.0038667405946529697,0.22424220977408127,4.059073104665468,12.940926895334531,12:56
2019-02-19,Tuesday,242102916609.6263,16.294898316083874,2.0,0.4989719795494014,1.700392479006937,1705.037833150785,0.116265558858983,1.296192481621244,0.4762531247190021,0.9693323272259388,0.9647321763098295,0.005297937128642586,0.232531117717966,4.744795134917149,12.25520486508285,12:15
2019-02-20,Wednesday,242087652009.3575,16.269902502492485,2.0,0.4991128140269038,1.7005930656934307,1704.5966240875912,0.11548914395124385,1.2340644596087689,0.4733945013044181,0.9743189405580258,0.9704667816417298,0.004343018636419111,0.2309782879024877,4.5173715533375765,12.482628446662424,12:28
2019-02-21,Thursday,242045183152.7566,16.68830509830309,2.0,0.499001305325185,1.700424444343024,1704.985395463466,0.11902241705787467,1.2382214863858378,0.4686110717326411,0.97786250292631,0.9745418783652564,0.003962713889752493,0.2380448341157493,4.532588614620702,12.467411385379297,12:28
2019-02-22,Friday,242071222270.2649,16.652103613296198,2.0,0.4990944319871961,1.700602354659122,1704.9427763073834,0.11565058361624372,1.0849190400395403,0.452457441488741,0.9726234366502444,0.968516952147781,0.004611505576251774,0.23130116723248745,3.9714152457665555,13.028584754233444,13:01
2019-02-25,Monday,242126662771.6181,17.09224939486226,2.0,0.4991337709196411,1.7006258851477911,1706.1457809858832,0.12216404303749825,1.2581649838335816,0.4699788424799393,0.9683727975987462,0.963628717238558,0.0060282771934695506,0.2443280860749965,4.605593057251729,12.39440694274827,12:23
2019-02-26,Tuesday,242047337936.42474,17.143353642689245,2.0,0.4990655477059274,1.700356229448301,1705.636782974059,0.12752412376591646,1.2370462720908808,0.4611078035107573,0.9754081279856932,0.9717193471835474,0.0050658217904721295,0.2550482475318329,4.528286667843305,12.471713332156696,12:28
2019-02-27,Wednesday,242129416278.8805,17.75879529502552,2.0,0.4991372964647892,1.7005442985866532,1707.4484745917762,0.13032494589013996,1.1553280229449543,0.4591285669904223,0.9709456619527664,0.9665875112456817,0.006252510345005331,0.2606498917802799,4.229151812118352,12.770848187881647,12:46
2019-02-28,Thursday,242021922207.745,18.012390272631606,2.0,0.4992013062128138,1.70067218437057,1707.0818052951665,0.1244330973413152,1.1957651832573686,0.4551339698770615,0.9714301358183528,0.9671446561911056,0.005614648864775047,0.2488661946826304,4.377174612929715,12.622825387070286,12:37
2019-03-01,Friday,242095024487.4201,17.140880073379506,2.0,0.4991107742986324,1.700566261759065,1705.330760800073,0.12323027237685527,1.1052399757350435,0.4442635185922813,0.9737129006791646,0.9697698357810391,0.005028300632735804,0.2464605447537105,4.0458013251429685,12.954198674857032,12:57
2019-03-04,Monday,242120847288.7893,16.83754074203249,2.0,0.4991783465335069,1.7007989043597351,1704.84186258845,0.10912347985253973,1.2391425991401912,0.4693320423507553,0.9624098134488059,0.9567712854661272,0.005747175254936132,0.21824695970507946,4.535960406524709,12.464039593475292,12:27
2019-03-05,Tuesday,242037345016.8789,17.167168944966072,2.0,0.4992212805586893,1.700749269005848,1705.7638432017545,0.12858338221070426,1.1739923553057363,0.4546925658679246,0.9737466108375424,0.9698086024631736,0.005489722892033307,0.2571667644214085,4.297473789477107,12.702526210522894,12:42
2019-03-06,Wednesday,242178321241.16705,17.49496257851338,2.0,0.4992701525129956,1.7009508136770892,1706.7153501554214,0.11942016041157336,1.283090700294832,0.4603065384243923,0.9678951377508213,0.9630794084134444,0.005856788954320432,0.2388403208231467,4.696835229904775,12.303164770095226,12:18
2019-03-07,Thursday,242029601893.22504,17.298662274637387,2.0,0.4991022020376266,1.7006258851477911,1705.6258394627441,0.12292704955707147,1.2657355763561962,0.4505944808004277,0.9744628063860789,0.9706322273439906,0.004899351106437062,0.2458540991141429,4.633305693360228,12.366694306639772,12:22
2019-03-08,Friday,242086350485.20026,17.43816832125032,2.0,0.4991201813402589,1.7006989173633,1705.6910145721986,0.12730917999844765,1.0206090220222754,0.4341409966819569,0.9620673197523788,0.9563774177152355,0.007793949033886449,0.2546183599968953,3.7360043288376947,13.263995671162306,13:15
2019-03-11,Monday,242192310832.9532,17.286174327108462,2.0,0.4992142734318166,1.7009136592051164,1705.9358154408405,0.10727831063959804,1.1780536440569596,0.4640868133701511,0.980503496432766,0.9775790208976808,0.002818838514313116,0.21455662127919609,4.312340395618962,12.687659604381038,12:41
2019-03-12,Tuesday,242104630282.9569,17.377159901218892,2.0,0.4990640016072467,1.70057555271332,1705.9087337840308,0.1190918838633264,1.0557644794562904,0.44952822854892616,0.9799630488419301,0.9769575061682194,0.0035453933637762843,0.2381837677266528,3.8646931198651395,13.135306880134861,13:08
2019-03-13,Wednesday,242199782717.48795,17.437490886257148,2.0,0.4991424395547627,1.70067218437057,1706.5438748913987,0.1059062265478615,1.0454197595961865,0.44962886426033055,0.965875417451698,0.9607567300694526,0.004841316810364709,0.21181245309572305,3.8268256139505015,13.1731743860495,13:10
