type,Weight,Race,Entropy_norm,Entropy_cat,device_count,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
White,16.80984265518165,1.0,0.3864932643463821,1.4578754795470998,1470.6365330533401,0.14482609898947713,1.158894862935468,0.4609123542399544,0.9512324687110699,0.9439173390177305,0.013231523364102556,0.28965219797895425,4.242208457079638,12.757791542920362,12:45
