type,Weight,Race,Entropy_norm,Entropy_cat,device_count,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
Hispanic,19.47066863782721,2.0,0.4995975826421439,1.7012495617625756,1710.5343138125131,0.12911132444783488,1.1392967758686259,0.4588751466350371,0.9721883009901064,0.9680165461386224,0.0058611455860863035,0.25822264889566976,4.170468411147473,12.829531588852525,12:49
