type,Weight,Race,Entropy_norm,Entropy_cat,device_count,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
Black,17.034768619539765,3.0,0.4460190904947404,1.6047188660245597,1271.8820801320776,0.10042665387484066,0.9564957452807552,0.4281843121763168,0.9608548826321566,0.9549831150269801,0.004988096180857794,0.20085330774968133,3.501313595879368,13.498686404120633,13:29
