state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
9,0.13087658170981226,1.1401604082099217,0.4468088534226649,0.9317133426810632,0.9214703440832226,0.015430370002890744,0.2617531634196245
