state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
51,0.13548844508829802,1.111431570468903,0.4530718845976773,0.9462827285207844,0.938225137798902,0.01278615526647162,0.27097689017659604
