Date,Day of Week,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2019-01-02,Wednesday,0.5098577207257586,0.5115503889914192,0.5163640182018584,0.5185655408454025,0.5100144920891713,0.5093205322744673,0.4974920136863736,0.4604689015671348,0.38756470542250737,0.35494122676500145,0.3384655306993451,0.3251197269676011,0.31854360650587593,0.3069725108816742,0.30876038952487944,0.3242841503609429,0.3320801544344676,0.3914652669990304,0.43597477770810056,0.4711557237203821,0.4928038031264861,0.5132100703387638,0.5142029278187563,0.5164343213150054
2019-01-03,Thursday,0.538268271777295,0.5339708429227062,0.5348115354895782,0.5359168904045195,0.5288057085858623,0.5376857214965496,0.5222173448254663,0.4808528138371009,0.3845657972320655,0.34649133743494265,0.3339018696808014,0.3140243908343621,0.3097070870419065,0.3020096648530153,0.29626652205607856,0.30358015290872353,0.3185835084711748,0.3695344239974984,0.4159079722973302,0.44629061175275897,0.4703830813197567,0.4983985708551021,0.5084729605060172,0.508579042150677
2019-01-04,Friday,0.5134136560696287,0.5218009048939758,0.5258275392357751,0.5254915974807604,0.5272309360478653,0.5175441193182072,0.5123528126168689,0.4746409497339348,0.3811905010369626,0.3373308512361905,0.3312189273835285,0.3172201240309941,0.308273247334263,0.2985505136176155,0.3015282741300487,0.3191634912429929,0.32480250320414783,0.3630761206703765,0.3982449281961207,0.4175700984276097,0.4486064623989976,0.4780350349588279,0.4996286498024312,0.5031082945381716
2019-01-07,Monday,0.5418448889755326,0.5439849672877864,0.5392180447582907,0.537506036872887,0.5326071376422518,0.40432824886298,0.4011989360181364,0.3813577617547541,0.3440835469353382,0.3354754200299496,0.3252228050833198,0.31566353711621914,0.3241044838051493,0.3123730306520871,0.3008902096807992,0.3268176397242196,0.3355716303441719,0.3929977080648708,0.4444332758964388,0.4770112192395659,0.5020078340917915,0.5245122107985353,0.5254624899778599,0.5193213963797751
2019-01-08,Tuesday,0.5217154119634371,0.5280784366550519,0.5255257216559744,0.5288137018239277,0.5223421598100032,0.5241553398198924,0.5158759996216618,0.4699156595531506,0.36446305672771795,0.3331651775711849,0.3197392800137599,0.3116969769102079,0.306474528631557,0.2943935990132702,0.2937410080596368,0.3111449159331128,0.3321030592318933,0.4156638117870326,0.4738258810498727,0.4930934715684293,0.5260730828794363,0.5537869093600879,0.5613186808820217,0.5591364923943909
2019-01-09,Wednesday,0.5408916596709354,0.5344849851307018,0.5433454248728923,0.5397985129566875,0.5389975333449578,0.5283629097861274,0.5147083800335328,0.4711813144534634,0.3738286696112744,0.34028272881022514,0.327003688785001,0.31247660182019393,0.3188480801176646,0.30993115163848906,0.3066315415620721,0.32134798310975343,0.33853169586393106,0.42469632561092063,0.4683258426336658,0.5019588625786677,0.5441444716825248,0.5490142203406885,0.5594933659600572,0.5590087650551645
2019-01-10,Thursday,0.5534423083718929,0.5512631126527816,0.5493682616592958,0.5459099309539792,0.5496330612016471,0.5439074699154072,0.5288314770303548,0.4832348280946995,0.3726102265665963,0.34187217348932875,0.3294090837380009,0.31774373641995274,0.31524029597383124,0.29737948809845965,0.3035689688700098,0.3220877435104823,0.3360617177881268,0.4105588868249131,0.4578683464988356,0.4846464963852633,0.5206313347476381,0.5473356160593699,0.5445876322084613,0.5453674649940065
2019-01-11,Friday,0.5388400459366521,0.5322717598930367,0.5321633322075141,0.5317165982507702,0.5278895907295506,0.5290360512767681,0.5169627964143385,0.4802353530131406,0.3834325265365905,0.34079110994546763,0.32767066374702736,0.3182772942349004,0.3086221406787263,0.3018583228511277,0.3008382591184849,0.32307046100267856,0.3261453061874343,0.3771921548002717,0.41515893430052103,0.43871105213502215,0.4591250687722615,0.4897162779322263,0.5155413178677551,0.5165559258103382
2019-01-14,Monday,0.5655406749810213,0.5579664111427708,0.5599767326501911,0.5565710163954577,0.5515067472084856,0.5371341404447779,0.5163812480623667,0.4798156371923378,0.38239450748251386,0.3463585168117029,0.33473797398950184,0.3206321124905214,0.3215879199404381,0.3130186374358847,0.3027539170746889,0.3271830683437987,0.33820732159889105,0.4186243210590671,0.4631454756606241,0.4970582969280976,0.5203795804871836,0.5449061329770585,0.5498185476908237,0.5448615385636175
2019-01-15,Tuesday,0.5531729573731734,0.5442867289511317,0.5416949692118894,0.5400558817102944,0.5331966074080883,0.5388150025047825,0.5162468433190472,0.4727716302461904,0.3732940856142447,0.33903106084576545,0.3259109145852364,0.3127986364582553,0.3127020337822729,0.30756315701402176,0.299577683882572,0.3164452806888729,0.328232311074867,0.4155159960226602,0.4739287842815821,0.4933792677084821,0.530924627196604,0.5522656688076534,0.5576514849334583,0.5465621094707867
