state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
21,0.1319838692650374,1.113458586447015,0.4491630375520345,0.9427006195959348,0.9341057125353248,0.01299316140010926,0.2639677385300748
