state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
19,0.1520087822296028,1.1795033538828317,0.4538244634700904,0.9432675583969032,0.9347576921564388,0.017120138868548636,0.3040175644592056
