state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
47,0.1442544635917049,1.1450532273817708,0.4551949523846958,0.9552625419406032,0.9485519232316938,0.011982050152068787,0.2885089271834098
