state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
38,0.14232535065267726,1.1135243667841186,0.4276622585120841,0.9484888185822304,0.9407621413695648,0.013499962889470082,0.2846507013053545
