state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
10,0.1200855532270668,1.1059050707350335,0.4471748644559962,0.9362405520219526,0.9266766348252454,0.012045682244255656,0.2401711064541336
