Date,Day of Week,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2019-01-02,Wednesday,0.5223413991474065,0.5266927471861576,0.5275846659574944,0.533197036140169,0.5339922526688337,0.5300514272732885,0.5187787678173571,0.4805886654977876,0.443551144592573,0.40752169188355103,0.3954037160062141,0.3834674198714257,0.3795113512724968,0.3699848639246365,0.36791078771401337,0.3774313034836437,0.3973197784056327,0.4219232196447724,0.4192166244935825,0.4445047885729311,0.4792491298188811,0.5054147938794815,0.5174721666175934,0.5252650293165253
2019-01-03,Thursday,0.5446478380929457,0.5504827972099687,0.5534348191908726,0.5615879943908885,0.5491175100243122,0.5547000614734434,0.539038543897236,0.4972328725422295,0.4423376158741627,0.4106554650376198,0.39154108582556735,0.3784876270604404,0.3692059891735368,0.3599603489691846,0.36150849555488,0.3721595282589517,0.391036580131569,0.4062598974208847,0.3955505388401638,0.4237021408857012,0.4605241538575501,0.4880923055631035,0.5107093833037981,0.5157100074994178
2019-01-04,Friday,0.5274212167776382,0.5355501424547441,0.5453948091974178,0.5432760046512195,0.546107115530739,0.5385273402498972,0.5234694088218742,0.4890281597746259,0.4377941476032382,0.4055117957125964,0.3880562216181772,0.37147633336416297,0.3640696391851378,0.357358241465218,0.3649046654821143,0.3764410671527712,0.3921531844405643,0.4024810580058717,0.3855280631497677,0.4039096073082184,0.4462026352525256,0.4789277159506893,0.5049765163505677,0.5153330673361692
2019-01-07,Monday,0.5603242523748316,0.5686052275488128,0.5723001449309008,0.5684116764908111,0.5736910026996036,0.5674579890880205,0.5452942354480357,0.4033594483266767,0.3846913717718684,0.3699220830423665,0.35679283309656584,0.3547132101978915,0.35146347427042224,0.34446370925812503,0.3537407791823887,0.3789745948996914,0.4057469377257878,0.4343974589561528,0.4299805114794871,0.4544016404679204,0.4948385652152581,0.5326738316032527,0.5368572336153917,0.5375534425533854
2019-01-08,Tuesday,0.5422726593089716,0.5509428236527509,0.5501245645024083,0.553942104812436,0.5552436470697701,0.5509492605085766,0.5316260619037821,0.4653352257846217,0.3853095712012239,0.35471026450084586,0.3377543908092376,0.3307379879483481,0.3277027502689623,0.320405488056672,0.3342138122170619,0.359464164119122,0.3888504761517465,0.4133463628068307,0.4134228472215622,0.4528297335360505,0.5013589249393245,0.5340705098393282,0.5524787892813662,0.5605927760188312
2019-01-09,Wednesday,0.5692347229481317,0.565693468112697,0.5770124595186439,0.5741679625036963,0.5734975389864251,0.5644386895269309,0.5461512085083726,0.4758124185620224,0.4014325266602856,0.3666412232086704,0.3448869177048026,0.3318915893575277,0.3348525716554304,0.329742784705853,0.3388123640331657,0.3707834350997592,0.3962911530157531,0.4266118771074101,0.4137333272985657,0.4618711758909357,0.5172761919601075,0.5431639857983781,0.5554761007377418,0.5637792773532092
2019-01-10,Thursday,0.5716585403941111,0.575602066227538,0.5797937997779357,0.57740296450143,0.5755486973607845,0.5720146116117444,0.5523863765053137,0.4817406966668151,0.3973130130204013,0.3640340001901904,0.3466907407916112,0.3344268936336623,0.3297662145311326,0.32223739079908065,0.3355092879311571,0.3665756963761824,0.3937810833279906,0.4191420420737715,0.4156781800187206,0.4521329378073177,0.5056855165560215,0.5404202545204358,0.5528515061337761,0.5564226880811907
2019-01-11,Friday,0.5579314988540555,0.5565488661037886,0.5595934621733715,0.5615604868231551,0.5615452611694276,0.5555630029348171,0.5367526256821846,0.4711007369246735,0.39479048354863067,0.3630454050848694,0.34492187285407644,0.33085735186322546,0.3309753482014593,0.3257371378929316,0.3351139063757882,0.3691866967901362,0.39030895107903896,0.4021075777213977,0.3875682556999691,0.4050297653280515,0.4476026671896243,0.4856374636228542,0.5147582860095085,0.5277674537496482
2019-01-14,Monday,0.5766102739925003,0.5802247031097866,0.5766675317704809,0.5759385629980622,0.5758280095969948,0.564554880454134,0.5452126146252498,0.482041331419473,0.3918351567879657,0.3582190071616175,0.34097434233344165,0.32696638199368155,0.3248517609704409,0.3235510341683873,0.3314689810885527,0.3645284677790819,0.3955290293813703,0.4201908999263944,0.4184943572894143,0.46159619377229705,0.5084327315950979,0.5421026055051706,0.5553538602185064,0.5551816854183054
2019-01-15,Tuesday,0.5601389874855539,0.5607272586327803,0.5677407720728989,0.5629524131889696,0.5580085923959379,0.5593028926542936,0.5390275735253945,0.4760697563608154,0.4031058525327184,0.3718712359134601,0.3558973594612065,0.3472459176077981,0.33747232277620304,0.3356970194234042,0.3416465679998923,0.3712568613778364,0.3937042154811741,0.4247695066678029,0.4176361670740823,0.4577918467586471,0.5068556556150258,0.5419744809366467,0.555710347947184,0.5534912081919415
2019-01-16,Wednesday,0.5620944069301635,0.5692596563835699,0.5680591440205971,0.5664581539208707,0.5648724505021844,0.5679363609260065,0.5483101653295619,0.5003304133932623,0.4305982535506111,0.3982506176828739,0.3771561256795833,0.3620911867298081,0.35496746501695176,0.35192849165638124,0.3553079830655186,0.3768873268478975,0.39910252778504257,0.4196754790740132,0.4138615957429813,0.4518144226553104,0.5070069987601622,0.5383914895394816,0.5503100501060397,0.559005259489804
