state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
15,0.16436234676154035,1.3675521665425698,0.4642895681578017,0.9651392412028488,0.959910127383276,0.012118482593217331,0.3287246935230807
