state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
45,0.1401684656945132,1.112675428263368,0.4560842186754228,0.9444740609537524,0.9361451700968152,0.014173674119542729,0.2803369313890264
