state,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
36,0.1287735143162556,1.038479831480713,0.4458861099975842,0.9459568934433644,0.9378504274598692,0.011568853283752284,0.2575470286325112
