Week,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
1.0,0.1334237205736025,1.1300502781767148,0.489619861916327,0.9735985438188278,0.969638325391652,0.005929948602908824,0.266847441147205,4.1366210174264975,12.863378982573503,12:51
2.0,0.1801751828183412,1.2848962194970823,0.47263916408462503,0.9491861349960512,0.9415640552454588,0.02151867336971945,0.3603503656366824,4.703444447940141,12.296555552059859,12:17
3.0,0.18138619696602248,1.2718567045577038,0.4696326967451237,0.9441327011386552,0.9357526063094532,0.02409271719614084,0.3627723939320449,4.655712473003319,12.34428752699668,12:20
4.0,0.18027966334898915,1.267691026964109,0.4608297864854064,0.942792426530172,0.934211290509698,0.024400810299814724,0.3605593266979783,4.64046374485532,12.359536255144679,12:21
5.0,0.1870352783603776,1.2806283349004353,0.4672181199994958,0.9428063914310364,0.9342273501456916,0.02627172548067404,0.3740705567207552,4.687821584547792,12.312178415452209,12:18
6.0,0.1680111621582306,1.2437742060811283,0.4547148679869872,0.9463639792798324,0.9383185761718074,0.019773050767896518,0.33602232431646123,4.552914698724214,12.447085301275786,12:26
7.0,0.16978818730456058,1.2235715708052195,0.43849278709840783,0.9460850984164096,0.9379978631788712,0.02028465905783553,0.3395763746091212,4.478961665568411,12.521038334431589,12:31
8.0,0.16443322258272086,1.2483278382926966,0.4277320904925874,0.9489132950575179,0.9412502893161456,0.017995017988533018,0.3288664451654417,4.569583559460566,12.430416440539435,12:25
9.0,0.1502053886543364,1.2800763743313104,0.4168825638524372,0.9608292085437437,0.9549535898253052,0.011386586471931352,0.3004107773086728,4.685801097729527,12.314198902270473,12:18
10.0,0.1653553622716783,1.2447970985986367,0.41457238119443457,0.9462939978721978,0.9382380975530276,0.01918020721115752,0.3307107245433566,4.556659061933717,12.443340938066283,12:26
11.0,0.1561580354050773,1.2186523712317021,0.4322816896610315,0.941205478689032,0.9323863004923872,0.018803923997670103,0.3123160708101546,4.460954622220252,12.539045377779747,12:32
12.0,0.08026986557847837,1.0927350623859584,0.4878071939241469,0.9668720033888336,0.9619028038971588,0.002705591548158495,0.16053973115695674,4.000026293376786,12.999973706623214,12:59
13.0,0.05918327948091246,1.105357530669828,0.5251008068900375,0.9741115413121828,0.9702282725090104,0.001141756352287044,0.11836655896182492,4.046231642468952,12.953768357531047,12:57
14.0,0.05492304060003366,1.0548933985646682,0.5422686673229807,0.9769317241107036,0.9734714827273092,0.0008707887069165391,0.10984608120006732,3.8615044727812444,13.138495527218755,13:08
15.0,0.05494316616141584,1.0265792052101097,0.5559265176562294,0.9812969958501488,0.978491545227671,0.0007020197384037005,0.10988633232283168,3.7578585646443776,13.242141435355622,13:14
16.0,0.05677408708007872,1.0406251408648746,0.5750333661682623,0.9736774831902468,0.969729105668784,0.0010642526254104137,0.11354817416015744,3.809274606709928,13.190725393290073,13:11
17.0,0.06081382664174625,1.0765416965768362,0.5407467761600687,0.9807100877096321,0.9778166008660768,0.0008905753817627861,0.12162765328349252,3.940749446458993,13.059250553541007,13:03
18.0,0.0648442680382835,1.0383854379239092,0.5269517644719027,0.979309603937622,0.9762060445282654,0.0010848193411488543,0.129688536076567,3.80107603144535,13.19892396855465,13:11
19.0,0.07253490156647975,1.0317708611281045,0.5388967534183827,0.9809675108147016,0.9781126374369068,0.0012459554295216526,0.1450698031329595,3.7768629517945445,13.223137048205455,13:13
20.0,0.07484460358494033,1.0306163141668008,0.5259911216524381,0.9801938523817882,0.9772229302390564,0.001381471084592243,0.14968920716988066,3.7726366591083105,13.227363340891689,13:13
21.0,0.07812107675734406,0.9999948198650777,0.5080780690594553,0.9795955755481272,0.9765349118803459,0.0015481396087825207,0.15624215351468812,3.660544728899781,13.339455271100219,13:20
22.0,0.0824280442781137,1.0065789196303416,0.4922929126254002,0.9800431011632859,0.9770495663377792,0.0016857685637091952,0.1648560885562274,3.684646245439176,13.315353754560824,13:18
23.0,0.08746618719267851,1.0386853578155932,0.488344555249399,0.9778140940704202,0.9744862081809832,0.002119706094428884,0.17493237438535705,3.802173907311091,13.19782609268891,13:11
24.0,0.09118985391255784,1.0320323929528394,0.48634018164052395,0.9774740333927028,0.9740951384016082,0.0023390881583008893,0.18237970782511567,3.77782030569624,13.22217969430376,13:13
25.0,0.099133017720356,1.0160110568293164,0.4987709456368997,0.9769405029153604,0.9734815783526646,0.002828187573847118,0.19826603544071209,3.7191731843993447,13.280826815600655,13:16
26.0,0.09648163629873817,1.0247574235339116,0.4934828833567344,0.9754838404312384,0.9718064164959244,0.002854155503860834,0.1929632725974763,3.751189816787351,13.24881018321265,13:14
27.0,0.09560553332458344,0.9551967325806632,0.4913995019362861,0.975375952568565,0.9716823454538498,0.0028010993441659037,0.1912110666491669,3.496558477155116,13.503441522844884,13:30
28.0,0.09348293762499878,1.030310022091048,0.4884545793570738,0.9736337199746388,0.9696787779708346,0.0028882948152606576,0.18696587524999755,3.771515457456934,13.228484542543066,13:13
29.0,0.09511756745759194,1.0208671311887991,0.4857802016696268,0.9727286174029708,0.9686379100134164,0.003093676038120258,0.19023513491518387,3.736949153881015,13.263050846118984,13:15
30.0,0.09500012105200584,1.02321678471092,0.4879543795900514,0.9724177589019124,0.9682804227371992,0.0031227286380868108,0.19000024210401167,3.7455502102507876,13.254449789749213,13:15
