Date,Day of Week,device_count,Average,24-hour rate
2020-07-10,Friday,1538.8595652896927,743.5914477146868,0.48320942630960906
2020-07-13,Monday,1538.747081407576,763.8089141897034,0.4963836639683538
2020-07-14,Tuesday,1540.5334059122385,761.8101869108538,0.4945106571445895
2020-07-15,Wednesday,1536.9801674015687,747.8478699066228,0.48656962904794054
2020-07-16,Thursday,1536.4309390918618,751.2866593450034,0.48898173047014165
2020-07-17,Friday,1538.6968355885047,743.2833857820186,0.48306031999977134
2020-07-20,Monday,1541.831345725784,772.9181707659295,0.5012987788246677
2020-07-21,Tuesday,1537.900162155298,756.3791119520914,0.49182588737884003
2020-07-22,Wednesday,1537.8873937919275,760.1173886064448,0.4942607577608422
2020-07-23,Thursday,1537.7251518228506,754.5458085543146,0.49068964480411903
2020-07-24,Friday,1537.8918298354633,739.4278312744334,0.4808061379411474
2020-07-27,Monday,1539.2904414643695,766.7232639206592,0.49810175082439556
2020-07-28,Tuesday,1535.9475196369178,744.7866322112915,0.48490369800353034
2020-07-29,Wednesday,1534.4763821440552,735.2104397517318,0.479127895552524
2020-07-30,Thursday,1537.4796809481736,741.8901556785587,0.4825365595862901
2020-07-31,Friday,1538.4523591802406,725.3220364967215,0.47146213671719217
2020-08-03,Monday,1537.1550320990063,763.7520423788447,0.49686077619375246
2020-08-04,Tuesday,1536.9120900569446,761.8118413742368,0.49567691366525113
2020-08-05,Wednesday,1537.9917167975527,754.2384308159607,0.49040474183206656
2020-08-06,Thursday,1537.511284400086,749.4545087855577,0.487446509427073
2020-08-07,Friday,1539.7646802318461,733.8892996868422,0.4766243239040518
2020-08-10,Monday,1539.2946355987815,742.2109245675732,0.4821759963314984
2020-08-11,Tuesday,1539.4782529893262,736.0944557405203,0.47814540693328256
2020-08-12,Wednesday,1541.0008589209992,746.2224465154977,0.4842453151116339
2020-08-13,Thursday,1540.2748825853769,731.1386865496547,0.47468065266533876
2020-08-14,Friday,1541.8238799219275,720.0974018505307,0.4670425793943429
2020-08-17,Monday,1543.9321260277213,748.5036477310863,0.48480346714260086
2020-08-18,Tuesday,1541.1073813647895,743.0869130318756,0.4821772460617281
2020-08-19,Wednesday,1542.9081738548782,749.0236235344028,0.48546221753625496
2020-08-20,Thursday,1540.33426101954,734.6465286442079,0.47693967941604365
2020-08-21,Friday,1543.7837185117276,723.2722500030458,0.4685062041594211
2020-08-24,Monday,1547.2883445603165,762.6633320114997,0.49290317134019457
2020-08-25,Tuesday,1545.7262015243662,754.9139522924703,0.4883878862556566
2020-08-26,Wednesday,1548.0599795890055,749.5783273988542,0.4842049644600074
2020-08-27,Thursday,1547.4686389067685,749.8466768871326,0.4845634076415743
2020-08-28,Friday,1549.275386639525,721.3376739654714,0.4655968075050219
2020-08-31,Monday,1541.3611186026785,707.5093917144908,0.45901598475241395
2020-09-01,Tuesday,1544.0030184597988,745.6219539763647,0.48291482922109225
2020-09-02,Wednesday,1546.4990870779584,759.8350797887538,0.4913259155066354
2020-09-03,Thursday,1540.4401347835446,739.9606499715416,0.4803566417564921
2020-09-04,Friday,1540.3868264644736,720.7695177580139,0.46791462077894963
2020-09-08,Tuesday,1540.9689756030755,759.0419299249663,0.49257443981174687
2020-09-09,Wednesday,1539.7637805277222,751.1395681726323,0.4878277938939405
2020-09-10,Thursday,1535.9780672558804,737.3178339410615,0.48003148590417394
2020-09-11,Friday,1536.5124449028442,716.5328646798822,0.46633716964472066
2020-09-14,Monday,1542.0881731603424,742.8999214435817,0.48174931522954934
2020-09-15,Tuesday,1547.1676514579349,749.1604310610215,0.4842141253115452
2020-09-16,Wednesday,1539.3159795248155,736.0841297857692,0.47818910449626933
2020-09-17,Thursday,1540.3895032215805,732.5144729537277,0.4755384734976071
2020-09-18,Friday,1542.1009276419657,703.1412637314107,0.4559631935418051
2020-09-21,Monday,1557.1390217636304,726.1886547412131,0.4663608352186338
2020-09-22,Tuesday,1548.6659491077523,735.9710114614752,0.47522902656024507
2020-09-23,Wednesday,1543.5617985257986,748.9569650513839,0.48521346263342763
2020-09-24,Thursday,1541.5382651686277,738.3866102281577,0.4789933710451139
2020-09-25,Friday,1541.1626413117453,718.2740561810965,0.46605986735426225
2020-09-28,Monday,1542.898178478644,739.2360823675267,0.47912175455184053
2020-09-29,Tuesday,1547.3385866475517,740.6916348151843,0.47868749684576756
2020-09-30,Wednesday,1547.4480666234774,751.9816357101483,0.4859495138670262
2020-10-01,Thursday,1556.6658777753266,749.6382741537607,0.4815665871889535
2020-10-02,Friday,1547.5546113027067,714.0507878760135,0.4614058739257912
2020-10-05,Monday,1541.853062364348,748.2690995608949,0.48530506429287423
2020-10-06,Tuesday,1539.0455871306347,738.0185869605552,0.4795300367525189
2020-10-07,Wednesday,1540.7518278875732,744.5364051637117,0.4832292856562748
2020-10-08,Thursday,1538.5742624444974,733.809943376015,0.47694151740854723
2020-10-09,Friday,1538.4049139881415,715.931431951174,0.46537255922772786
2020-10-13,Tuesday,1537.7545744028198,743.6659799402581,0.483605116394505
2020-10-14,Wednesday,1541.5178380865664,745.2958779165921,0.48348183816134266
2020-10-15,Thursday,1538.9104851101192,728.0005265768693,0.4730622954490924
2020-10-16,Friday,1540.984266957675,717.6957307150566,0.46573851927248067
2020-10-19,Monday,1542.7590405180026,744.577972912472,0.48262752209344995
2020-10-20,Tuesday,1542.217746483017,737.5956424155969,0.47826945585191355
2020-10-21,Wednesday,1540.7286683991324,730.322153229778,0.4740108808312152
2020-10-22,Thursday,1539.916317889343,722.2838646749128,0.4690409837755973
2020-10-23,Friday,1543.5619270336927,715.6903770120932,0.4636615897798516
2020-10-26,Monday,1541.6614011291688,745.1307280285228,0.48332969060700487
2020-10-27,Tuesday,1543.6585338281193,738.9279069581293,0.4786861153325546
2020-10-28,Wednesday,1543.2184814527454,747.0879261950603,0.4841102767845103
2020-10-29,Thursday,1541.8405279480282,728.5325807929286,0.4725083869487478
2020-10-30,Friday,1544.512294255136,708.8429398224997,0.4589428924969158
2020-11-02,Monday,1542.6833840117706,754.6425328134601,0.4891752517947015
2020-11-03,Tuesday,1542.6202095037165,752.4430989527382,0.48776950691888715
2020-11-04,Wednesday,1541.5378251691052,736.4826967996587,0.47775843367247073
2020-11-05,Thursday,1557.053829740343,774.2157280832187,0.4972311896322353
2020-11-06,Friday,1557.8247642455856,759.7551199898334,0.4877025564282663
2020-11-09,Monday,1573.5421323808646,828.9214451630401,0.5267869401811515
2020-11-10,Tuesday,1557.8109381349682,753.0643704748649,0.48341191606758355
2020-11-12,Thursday,1549.4396387644238,750.049609418879,0.4840779793248314
2020-11-13,Friday,1546.6856026020048,720.8163547646546,0.466039351211402
2020-11-16,Monday,1559.1232856073887,787.8736725026738,0.505331220292654
2020-11-17,Tuesday,1559.8725386151361,796.1320909383809,0.5103827852788482
2020-11-18,Wednesday,1558.6151075522696,766.4205449691568,0.4917317567727055
2020-11-19,Thursday,1553.0297355182547,743.382996405301,0.478666299430017
2020-11-20,Friday,1558.9058063543134,739.7779511296213,0.47454948728408425
2020-11-23,Monday,1556.584623315266,756.7062598332294,0.4861324264026013
2020-11-24,Tuesday,1568.52951152806,780.0035455356242,0.49728330885897415
2020-11-25,Wednesday,1560.7942372317752,731.2167389795317,0.46849015811105105
