Date,Day of Week,origin_census_block_group,Weight,Race,Entropy_norm,Entropy_cat,device_count,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
2020-03-13,Friday,294352091950.3605,17.326085437984762,1.0,0.3855934162076096,1.4560355274125651,1479.2629532862154,0.12929277598793246,0.9867698585064778,0.4312477953680967,0.8772332850168778,0.8588182777694094,0.028464043687594576,0.2585855519758649,3.6121339155341103,13.38786608446589,13:23
2020-03-16,Monday,294362315527.72736,18.51502556952507,1.0,0.3854147602965203,1.4555665792644037,1487.5032315215078,0.09963735882939012,1.2279546943252264,0.4826314303120081,0.9650869022895382,0.9598499376329688,0.00443541818165905,0.19927471765878024,4.495006368379414,12.504993631620586,12:30
2020-03-17,Tuesday,294289650203.87946,18.564575813119237,1.0,0.3855912472092949,1.4559333305035584,1486.230916705576,0.08697014470129956,1.152026236587793,0.5004942261400045,0.9688344366944424,0.9641596021986087,0.002992721447165293,0.17394028940259912,4.217065412863512,12.782934587136488,12:46
2020-03-18,Wednesday,294553699321.18524,18.602206985101823,1.0,0.3854113159299192,1.4554849868156172,1487.2665513623865,0.08281361026990712,1.190813863186794,0.505267893660938,0.972132579282621,0.9679524661750141,0.0024233399108443245,0.16562722053981427,4.359049990456287,12.640950009543712,12:38
2020-03-19,Thursday,294432058190.8272,18.312805025412246,1.0,0.3853246836094641,1.4553169820928455,1485.8554555998755,0.07249274596346109,0.9420946885908512,0.496034816338181,0.9291768838361514,0.9185534164115741,0.00485752569007229,0.14498549192692214,3.448597610646637,13.551402389353363,13:33
2020-03-20,Friday,294638817106.0597,18.690701235943536,1.0,0.3851393061457644,1.4548005740511816,1488.8863691262768,0.06371101030520529,0.8418722630370625,0.4546076032564223,0.909277684896356,0.8956693376308092,0.004873340194873062,0.12742202061041058,3.0817270386291034,13.918272961370896,13:55
2020-03-23,Monday,294373967676.296,18.44985841640871,1.0,0.3854315533651124,1.4556692001243183,1484.9675288898934,0.06068010763075311,1.1297824855640195,0.5121527666485487,0.96414001376121,0.9587610158253916,0.0016822578456503776,0.12136021526150625,4.135640745511717,12.864359254488283,12:51
2020-03-24,Tuesday,294561883997.6044,18.646864957587038,1.0,0.38530040828967066,1.4553785482246464,1487.8070304852965,0.06381987227194501,1.3551628244335945,0.5253502499453531,0.9398930847753976,0.9308770474917072,0.00323359523262103,0.12763974454389002,4.96065983066856,12.039340169331439,12:02
2020-03-25,Wednesday,294423322919.65125,17.845458572893666,1.0,0.3851476994283036,1.4552509198871508,1482.0217114474067,0.05520382974047761,0.9022038786091036,0.5201735345327426,0.9112481043910238,0.8979353200496774,0.0035884669572857327,0.11040765948095524,3.30257476001834,13.69742523998166,13:41
2020-03-26,Thursday,294597860896.9206,19.44124977123693,1.0,0.3852861453698798,1.4552564477997842,1492.6353877250754,0.0609489464258522,0.9952264237431298,0.5312148857559826,0.9687111908053914,0.9640178694262,0.0014607461363033635,0.1218978928517044,3.6430897111909317,13.356910288809068,13:21
2020-03-27,Friday,294351596738.8644,19.90090351599536,1.0,0.3853701152756092,1.4552087148222352,1496.3032666221447,0.05877001463691817,1.1151837981317834,0.5366125975543605,0.9746729860465572,0.9708739339535408,0.0011014884433476657,0.11754002927383635,4.082201320359357,12.917798679640644,12:55
2020-03-30,Monday,294596111156.5904,18.55435492777281,1.0,0.3850528790802482,1.4548888699892273,1487.0555508306402,0.05195329781244305,1.1041230500700985,0.5210516823715334,0.9733350067749186,0.9693352577911564,0.0009068795682874443,0.10390659562488608,4.041712747608198,12.958287252391802,12:57
2020-03-31,Tuesday,294280952239.7129,18.915452008759765,1.0,0.38529260650858654,1.4551701593934097,1489.107411118454,0.05369557320609627,1.1403611345514897,0.5303786188465076,0.9725486514156338,0.9684309491279788,0.0010003071635457488,0.10739114641219254,4.174364563896286,12.825635436103713,12:49
2020-04-01,Wednesday,294369440831.1312,17.261497568021518,1.0,0.3851055472248172,1.4550703338232207,1478.274357897683,0.0577001626828961,1.058897953085125,0.5541779839826733,0.9775755944136784,0.9742119335757302,0.0009338864881565132,0.1154003253657922,3.8761633996579135,13.123836600342086,13:07
2020-04-02,Thursday,294399717926.8446,17.401089146444235,1.0,0.38497490366768494,1.45495751105133,1478.8467875832791,0.056704981482093575,1.0144336816043773,0.5539469439081459,0.9768796621303788,0.9734116114499356,0.0009277631504883623,0.11340996296418715,3.7133991019236707,13.28660089807633,13:17
2020-04-03,Friday,294505418449.0741,17.528680885127102,1.0,0.38510284400629263,1.4551745942527927,1480.7750579638864,0.0551014533723206,0.9626109232054912,0.5517881075111866,0.975136771043548,0.9714072867000804,0.0009402257690803936,0.1102029067446412,3.5236985941553565,13.476301405844644,13:28
2020-04-06,Monday,294625891387.792,18.233565669729305,1.0,0.3849547918146275,1.4547978495687128,1484.8633091492236,0.05748033008660084,1.0560939959340874,0.5599418532372464,0.9816912804169784,0.9789449724795252,0.0007533717272111046,0.11496066017320168,3.8658993359193867,13.134100664080613,13:08
2020-04-07,Tuesday,294640569291.7606,18.13532495786059,1.0,0.3848597315989276,1.454704817914499,1485.0457192942777,0.0548070408664057,1.1180947754199455,0.5581338424953113,0.9760584233938924,0.9724671869029764,0.0009044212476819213,0.1096140817328114,4.0928571381260594,12.90714286187394,12:54
2020-04-08,Wednesday,294410755128.8876,17.882729283489525,1.0,0.3849382106300432,1.4547767558233782,1482.9375762060824,0.057706286040609074,1.0524502602102452,0.5538216141612479,0.9789222789872648,0.9757606208353546,0.0008764010969590277,0.11541257208121815,3.8525612092286767,13.147438790771323,13:08
2020-04-09,Thursday,294593260849.6219,17.97117819776141,1.0,0.3847792895175159,1.454465960537636,1483.0623739475054,0.05365906060345154,0.9940420781010182,0.5533722962133961,0.9690530440414952,0.9644110006477196,0.0011193531984294775,0.10731812120690308,3.6387543385356897,13.36124566146431,13:21
2020-04-10,Friday,294732358692.43634,18.357755689621808,1.0,0.38478523615530585,1.4544283185840707,1485.7394477876105,0.05176885464389867,0.9016209194392538,0.5543629821909063,0.9842411307219824,0.9818773003302801,0.0005187649996302752,0.10353770928779732,3.3004408008477863,13.699559199152214,13:41
2020-04-13,Monday,294921113184.3904,18.907117323074612,1.0,0.3847004501090743,1.4542594385285577,1489.8513965605607,0.05336479332530427,0.8395376074386897,0.5632166831350244,0.9371446181453472,0.9277163108671492,0.002297975519212033,0.10672958665060854,3.0731808831144445,13.926819116885556,13:55
2020-04-14,Tuesday,294861095994.7055,20.18257926898965,1.0,0.384915150151198,1.4544702879534095,1497.247007225797,0.057642650407091,1.1742380954824818,0.5815724683676881,0.968313242390692,0.9635602287492958,0.0013390507833307193,0.115285300814182,4.2983733370455495,12.70162666295445,12:42
